"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Barbados","BRB","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","","",
"Brunei Darussalam","BRN","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","","",
"Bhutan","BTN","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","81","81","81","81","81","81","81","81","81","81","78","78","78","78","78","78","78","78","78","78","78","78","78","78","78","78","","",
"Botswana","BWA","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","","",
"Central African Republic","CAF","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","141","","",
"Canada","CAN","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","2850","","",
"Central Europe and the Baltics","CEB","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224.46","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","250.21","","",
"Switzerland","CHE","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","","",
"Channel Islands","CHI","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Renewable internal freshwater resources, total (billion cubic meters)","ER.H2O.INTR.K3","","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","885","","",
