"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"ER.H2O.INTR.K3","Renewable internal freshwater resources, total (billion cubic meters)","Renewable internal freshwater resources flows refer to internal renewable resources (internal river flows and groundwater from rainfall) in the country.","Food and Agriculture Organization, AQUASTAT data.",
